gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
SASH1	ENST00000367467	701	7.4748e+02	9.3781e-01	4.6269e-05	8082	252	3.1469e+02	8.0079e-01	3414	327	3.1559e+02	1.0362e+00	2.1905e-05	2512	16	2.8895e-06	688	5.5210e+01	1.8020e-03	1.3077e-08	9.9820e-01	2.8980e-01	9.4600e-01	1.1350e+00	8.8100e-01	9.9800e-01	1.9500e-01	4.4000e-01		-5.0493e-01	6.0418e-01	4.8900e+00	4093	2	1	27	1.9404e-04	6.8148e-05	125700	48	0	125748	1.9088e-04	4.5815e-03	4.3668e-04	3.1933e-04	9.9246e-05	3.3745e-04	4.6434e-05	1.6032e-04	0.0000e+00	1.3607e-04	4.3070e-04	3.1804e-04	9.9211e-05	3.2625e-04	4.6195e-05	1.5823e-04	0.0000e+00	1.3066e-04	protein_coding	ENSG00000111961	2	3741	20	protein_coding	279747	3.2544e-03	12	3.8878e+01	3.0866e-01	NA	6	148593440	148873186
EZR	ENST00000367075	307	3.5952e+02	8.5393e-01	2.3095e-05	3887	66	1.1549e+02	5.7148e-01	1405	165	1.3777e+02	1.1977e+00	8.5272e-06	1044	8	1.5719e-06	386	3.2769e+01	1.7989e-01	3.8845e-06	8.2011e-01	2.4413e-01	1.0540e+00	1.3630e+00	7.7700e-01	9.3900e-01	1.4200e-01	4.4000e-01		-1.8238e+00	9.8422e-01	4.0096e+00	4095	2	1	18	1.2052e-04	2.8279e-05	125720	28	0	125748	1.1134e-04	1.5588e-03	0.0000e+00	1.2293e-04	1.0042e-04	3.8434e-04	1.3863e-04	7.9815e-05	1.6287e-04	1.6332e-04	0.0000e+00	1.1564e-04	9.9211e-05	3.8063e-04	1.3859e-04	7.0320e-05	1.6288e-04	1.3066e-04	protein_coding	ENSG00000092820	2	1758	13	protein_coding	53672	9.8811e-01	2	2.1909e+01	9.1285e-02	NA	6	159186773	159240444
PLG	ENST00000308192	434	4.4669e+02	9.7159e-01	2.4540e-05	5290	115	1.7225e+02	6.6763e-01	1991	182	1.6668e+02	1.0919e+00	1.0114e-05	1525	13	2.3822e-06	544	4.6677e+01	1.0345e-02	1.2571e-07	9.8965e-01	2.7851e-01	9.6700e-01	1.2350e+00	8.9700e-01	1.0520e+00	1.8000e-01	4.4300e-01		-9.3271e-01	2.1339e-01	4.5678e+00	4131	2	1	16	8.3560e-05	1.1938e-05	125727	21	0	125748	8.3504e-05	8.7683e-04	6.1516e-05	0.0000e+00	9.9246e-05	5.4366e-05	4.6224e-05	1.1441e-04	1.6303e-04	9.7994e-05	6.1518e-05	0.0000e+00	9.9211e-05	5.4367e-05	4.6195e-05	1.1427e-04	1.6288e-04	9.7993e-05	protein_coding	ENSG00000122194	2	2430	19	protein_coding	51078	2.4351e-03	11	3.3691e+01	3.2649e-01	NA	6	161123270	161174347
RPL10A	ENST00000322203	58	1.2218e+02	4.7472e-01	5.9801e-06	1420	6	1.9333e+01	3.1035e-01	308	57	5.1309e+01	1.1109e+00	2.6839e-06	407	1	5.2029e-07	135	1.0682e+01	8.5357e-01	4.4657e-04	1.4598e-01	9.3616e-02	8.9700e-01	1.3850e+00	3.8300e-01	5.9100e-01	3.2000e-02	4.4400e-01		-6.2455e-01	2.0633e+00	2.7451e+00	4142	2	1	6	3.6485e-05	1.6251e-05	125737	9	0	125746	3.5787e-05	1.6104e-04	0.0000e+00	2.8977e-05	0.0000e+00	1.0885e-04	0.0000e+00	4.4197e-05	1.6420e-04	0.0000e+00	0.0000e+00	2.8909e-05	0.0000e+00	1.0874e-04	0.0000e+00	4.3950e-05	1.6293e-04	0.0000e+00	protein_coding	ENSG00000198755	2	651	6	protein_coding	2378	3.0238e-01	2	7.9295e+00	2.5222e-01	NA	6	35436185	35438562
RPS6KA2	ENST00000503859	310	4.6704e+02	6.6375e-01	2.9822e-05	4836	85	1.6306e+02	5.2128e-01	1670	195	1.9806e+02	9.8453e-01	1.4033e-05	1430	13	2.6497e-06	496	4.6421e+01	9.4073e-03	1.4443e-07	9.9059e-01	2.8005e-01	8.7500e-01	1.1090e+00	6.0400e-01	7.2900e-01	1.8100e-01	4.4500e-01		1.7115e-01	2.5823e+00	4.5455e+00	4165	2	1	25	1.2437e-04	1.2452e-05	125717	31	0	125748	1.2327e-04	1.9108e-03	2.4753e-04	8.7013e-05	0.0000e+00	1.1251e-04	9.5333e-05	1.5022e-04	1.6292e-04	6.7334e-05	2.4609e-04	8.6729e-05	0.0000e+00	1.0874e-04	9.2392e-05	1.4944e-04	1.6288e-04	6.5327e-05	protein_coding	ENSG00000071242	2	2223	22	protein_coding	497088	8.4701e-02	9	3.4592e+01	2.6017e-01	NA	6	166822852	167319939
EHMT2	ENST00000375537	483	7.7347e+02	6.2446e-01	5.0522e-05	7796	177	3.6770e+02	4.8138e-01	3761	277	3.0862e+02	8.9754e-01	1.9860e-05	2462	20	3.7295e-06	713	6.5188e+01	1.0292e-04	1.3421e-09	9.9990e-01	3.0680e-01	8.1300e-01	9.9100e-01	5.7900e-01	6.7300e-01	2.1500e-01	4.4600e-01		1.4149e+00	3.7115e+00	5.1863e+00	4172	2	1	28	1.6431e-04	3.2483e-05	125708	40	0	125748	1.5906e-04	3.1815e-03	7.9156e-04	2.9024e-05	1.0097e-04	5.5090e-05	9.2554e-05	1.5575e-04	0.0000e+00	2.1298e-04	7.3846e-04	2.8909e-05	9.9211e-05	5.4367e-05	9.2392e-05	1.4944e-04	0.0000e+00	1.9600e-04	protein_coding	ENSG00000204371	2	3630	28	protein_coding	17929	6.4471e-02	12	4.7032e+01	2.5514e-01	NA	6	31847536	31865464
TMEM200A	ENST00000392429	254	2.8548e+02	8.8972e-01	1.5891e-05	3242	78	1.0833e+02	7.2000e-01	1222	105	1.0693e+02	9.8196e-01	6.0326e-06	984	1	5.1179e-07	158	1.0620e+01	8.5062e-01	4.7106e-04	1.4891e-01	9.4166e-02	8.3700e-01	1.1550e+00	8.0200e-01	9.8700e-01	3.2000e-02	4.4700e-01		1.4667e-01	6.6215e-01	2.7354e+00	4192	2	1	8	3.1896e-05	3.9932e-06	125657	7	0	125664	2.7852e-05	9.7485e-05	0.0000e+00	2.8942e-05	0.0000e+00	5.4532e-05	0.0000e+00	5.2979e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8911e-05	0.0000e+00	5.4432e-05	0.0000e+00	4.4001e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000164484	3	1473	1	protein_coding	77330	8.3525e-01	0	5.6662e+00	0.0000e+00	NA	6	130686879	130764208
FBXO30	ENST00000237281	314	3.9266e+02	7.9968e-01	2.0166e-05	4904	79	1.4645e+02	5.3945e-01	1819	152	1.3870e+02	1.0959e+00	6.8529e-06	1438	6	1.6568e-06	335	2.6449e+01	3.5835e-01	1.9398e-05	6.4163e-01	2.2685e-01	9.6000e-01	1.2540e+00	7.2800e-01	8.7800e-01	1.2300e-01	4.4800e-01		-8.8769e-01	1.4106e+00	3.6846e+00	4193	2	1	13	5.5960e-05	7.9679e-06	125725	14	0	125739	5.5672e-05	3.8972e-04	0.0000e+00	5.7951e-05	1.9861e-04	0.0000e+00	4.6249e-05	7.0853e-05	0.0000e+00	3.2697e-05	0.0000e+00	5.7819e-05	1.9843e-04	0.0000e+00	4.6195e-05	7.0330e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000118496	2	2235	2	protein_coding	21252	9.8734e-01	1	1.7330e+01	5.7702e-02	NA	6	146114638	146135889
RGL2	ENST00000497454	351	4.7107e+02	7.4511e-01	2.9221e-05	4888	150	2.2419e+02	6.6907e-01	2337	138	1.9025e+02	7.2535e-01	1.0630e-05	1765	11	2.5554e-06	399	4.0467e+01	2.6981e-02	7.4389e-07	9.7302e-01	2.7183e-01	6.3100e-01	8.3500e-01	6.8200e-01	8.1400e-01	1.7000e-01	4.5000e-01		2.9780e+00	1.9659e+00	4.2925e+00	4225	2	1	16	1.2888e-04	4.7719e-05	125716	32	0	125748	1.2725e-04	2.0361e-03	0.0000e+00	8.7054e-05	9.9230e-04	1.0873e-04	0.0000e+00	1.1650e-04	1.6292e-04	1.0385e-04	0.0000e+00	8.6729e-05	9.9256e-04	1.0874e-04	0.0000e+00	1.1427e-04	1.6288e-04	9.7993e-05	protein_coding	ENSG00000237441	2	2331	17	protein_coding	7671	7.4768e-02	8	2.9821e+01	2.6827e-01	NA	6	33259431	33267101
FOXF2	ENST00000259806	172	2.0648e+02	8.3301e-01	9.9049e-06	2807	21	5.6901e+01	3.6906e-01	587	115	9.5466e+01	1.2046e+00	4.7993e-06	919	1	4.5166e-07	130	1.0538e+01	8.4666e-01	5.0525e-04	1.5284e-01	9.4899e-02	1.0350e+00	1.4060e+00	7.3500e-01	9.4500e-01	3.3000e-02	4.5000e-01		-1.5715e+00	8.5269e-01	2.7226e+00	4233	2	1	7	5.2254e-05	1.5905e-05	125735	13	0	125748	5.1692e-05	3.3601e-04	0.0000e+00	5.7817e-05	9.9285e-05	0.0000e+00	9.9790e-05	7.1303e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.7819e-05	9.9211e-05	0.0000e+00	9.2392e-05	7.0320e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000137273	2	1332	2	protein_coding	5764	NA	NA	NA	NA	NA	6	1390069	1395832
EYA4	ENST00000367895	276	3.3344e+02	8.2773e-01	1.6832e-05	4153	92	1.3582e+02	6.7738e-01	1741	103	1.2245e+02	8.4116e-01	6.6780e-06	1223	10	1.7326e-06	467	3.7698e+01	4.8720e-02	1.4893e-06	9.5128e-01	2.6526e-01	7.1600e-01	9.9100e-01	7.4900e-01	9.1500e-01	1.6300e-01	4.5000e-01		1.3817e+00	1.1178e+00	4.1804e+00	4238	2	1	11	4.3784e-05	3.9868e-06	125736	11	0	125747	4.3740e-05	2.4057e-04	1.2308e-04	5.7825e-05	0.0000e+00	5.4395e-05	0.0000e+00	3.5209e-05	0.0000e+00	6.5330e-05	1.2304e-04	5.7819e-05	0.0000e+00	5.4367e-05	0.0000e+00	3.5160e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000112319	2	1917	19	protein_coding	291523	1.2643e-01	7	2.6969e+01	2.5955e-01	NA	6	133561736	133853258
PCMT1	ENST00000367384	91	1.5813e+02	5.7547e-01	7.7578e-06	1834	9	5.1428e+01	1.7500e-01	603	62	6.1801e+01	1.0032e+00	3.1899e-06	569	2	5.8810e-07	180	1.3828e+01	7.8453e-01	2.6253e-04	2.1521e-01	1.4463e-01	8.1700e-01	1.2390e+00	4.8500e-01	6.8500e-01	5.8000e-02	4.5500e-01		-1.9910e-02	1.8971e+00	2.9475e+00	4288	2	1	1	4.1670e-06	4.1670e-06	119988	1	0	119989	4.1671e-06	2.0835e-06	0.0000e+00	2.9755e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.9755e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000120265	2	858	8	protein_coding	61978	4.4638e-01	2	9.5465e+00	2.0950e-01	NA	6	150070579	150132556
DLK2	ENST00000357338	164	2.4967e+02	6.5687e-01	1.5271e-05	2458	47	9.4609e+01	4.9678e-01	963	82	9.6000e+01	8.5417e-01	5.6311e-06	804	2	5.8738e-07	162	1.3744e+01	7.7915e-01	2.8151e-04	2.2057e-01	1.4552e-01	7.1400e-01	1.0260e+00	5.7800e-01	7.4800e-01	5.8000e-02	4.5800e-01		1.1232e+00	1.9267e+00	2.9354e+00	4326	2	1	5	2.3934e-05	7.9612e-06	125740	6	0	125746	2.3858e-05	7.1575e-05	0.0000e+00	2.8917e-05	0.0000e+00	5.4366e-05	0.0000e+00	3.5314e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8911e-05	0.0000e+00	5.4367e-05	0.0000e+00	3.5160e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000171462	2	1149	5	protein_coding	6281	6.8577e-01	1	7.8051e+00	1.2812e-01	NA	6	43418090	43424370
RCAN2	ENST00000371374	102	1.4159e+02	7.2037e-01	8.2203e-06	1586	30	5.5676e+01	5.3883e-01	614	52	5.6964e+01	9.1286e-01	3.5775e-06	477	1	5.2009e-07	127	1.0301e+01	8.3475e-01	6.1802e-04	1.6463e-01	9.7080e-02	7.3000e-01	1.1500e+00	6.1300e-01	8.4900e-01	3.4000e-02	4.6100e-01		5.1700e-01	1.1824e+00	2.6854e+00	4351	2	1	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000172348	2	729	4	protein_coding	271235	4.3094e-01	1	5.0928e+00	1.9636e-01	NA	6	46188475	46459709
SLC35A1	ENST00000369552	122	1.6844e+02	7.2429e-01	8.0370e-06	2115	16	3.9669e+01	4.0334e-01	509	70	6.8107e+01	1.0278e+00	3.5981e-06	688	3	7.0443e-07	245	1.6828e+01	6.8262e-01	1.6689e-04	3.1721e-01	1.7827e-01	8.4700e-01	1.2540e+00	6.2400e-01	8.4200e-01	8.0000e-02	4.6100e-01		-1.8031e-01	1.2715e+00	3.1236e+00	4352	2	1	16	6.7693e-05	7.9534e-06	125732	16	0	125748	6.3621e-05	5.0899e-04	1.8491e-04	2.8923e-05	1.9841e-04	5.4425e-05	0.0000e+00	7.9222e-05	0.0000e+00	3.2667e-05	1.8456e-04	2.8909e-05	1.9843e-04	5.4367e-05	0.0000e+00	7.0320e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000164414	2	1011	8	protein_coding	41714	2.0830e-01	3	1.0962e+01	2.7368e-01	NA	6	88180341	88222054
PRDM13	ENST00000369215	353	3.7611e+02	9.3855e-01	1.7293e-05	4424	95	1.2470e+02	7.6183e-01	1434	187	1.6969e+02	1.1020e+00	8.3969e-06	1560	4	8.5546e-07	239	1.9867e+01	5.6307e-01	9.7068e-05	4.3683e-01	2.0134e-01	9.7700e-01	1.2440e+00	8.5900e-01	1.0250e+00	9.8000e-02	4.6100e-01		-1.0445e+00	4.2348e-01	3.2987e+00	4353	2	1	8	6.0578e-05	1.9554e-05	124763	14	0	124777	5.6102e-05	3.9272e-04	0.0000e+00	1.8384e-04	0.0000e+00	0.0000e+00	9.2963e-05	4.6557e-05	0.0000e+00	3.4139e-05	0.0000e+00	1.7379e-04	0.0000e+00	0.0000e+00	9.2760e-05	4.4145e-05	0.0000e+00	3.2678e-05	protein_coding	ENSG00000112238	2	2121	4	protein_coding	8849	NA	NA	NA	NA	NA	6	100054606	100063454
MAN1A1	ENST00000368468	270	3.4964e+02	7.7221e-01	1.7079e-05	4244	81	1.5455e+02	5.2411e-01	1882	126	1.3765e+02	9.1538e-01	7.1153e-06	1266	8	1.6149e-06	376	3.1269e+01	1.1123e-01	9.4222e-06	8.8876e-01	2.5585e-01	7.9100e-01	1.0610e+00	6.9800e-01	8.5400e-01	1.4900e-01	4.6200e-01		7.8040e-01	1.5136e+00	3.8560e+00	4360	2	1	12	6.0362e-05	1.2006e-05	125731	15	0	125746	5.9646e-05	4.4736e-04	1.2327e-04	0.0000e+00	9.9325e-05	5.5346e-05	9.2456e-05	4.4503e-05	3.2755e-04	6.8916e-05	1.2304e-04	0.0000e+00	9.9211e-05	5.4367e-05	9.2392e-05	4.3951e-05	3.2579e-04	6.5327e-05	protein_coding	ENSG00000111885	2	1959	12	protein_coding	172553	8.0387e-01	4	2.2681e+01	1.7636e-01	NA	6	119498374	119670926
TTK	ENST00000369798	382	4.2380e+02	9.0137e-01	2.0644e-05	5673	57	9.5850e+01	5.9468e-01	1304	128	1.4398e+02	8.8900e-01	7.2191e-06	1496	15	2.4618e-06	635	4.9870e+01	1.2734e-03	1.0654e-07	9.9873e-01	3.0078e-01	7.6900e-01	1.0300e+00	8.2800e-01	9.8100e-01	2.0000e-01	4.6300e-01		1.0470e+00	7.2156e-01	4.5757e+00	4377	2	1	18	9.7107e-05	1.9663e-05	125697	23	0	125720	9.1477e-05	1.0520e-03	1.3215e-04	1.5106e-04	0.0000e+00	5.6167e-05	0.0000e+00	8.1939e-05	1.6523e-04	1.9020e-04	1.2304e-04	1.4455e-04	0.0000e+00	5.4367e-05	0.0000e+00	7.9141e-05	1.6304e-04	1.6335e-04	protein_coding	ENSG00000112742	2	2571	21	protein_coding	38641	5.3578e-03	11	3.5807e+01	3.0720e-01	NA	6	80713604	80752244
NRN1	ENST00000244766	53	8.2171e+01	6.4499e-01	3.6679e-06	921	8	2.3694e+01	3.3764e-01	282	42	3.8321e+01	1.0960e+00	1.7745e-06	283	0	3.4513e-07	71	6.4457e+00	8.6020e-01	1.8998e-03	1.3790e-01	0.0000e+00	8.5500e-01	1.4180e+00	5.1600e-01	8.1100e-01	0.0000e+00	4.6400e-01		-4.6715e-01	1.1436e+00	2.3526e+00	4386	2	1	1	3.9979e-06	3.9979e-06	125064	1	0	125065	3.9979e-06	1.9990e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8500e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8501e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000124785	2	426	3	protein_coding	8969	8.2390e-01	0	5.4578e+00	0.0000e+00	NA	6	5998232	6007200
TRIM26	ENST00000454678	171	3.2859e+02	5.2041e-01	2.0862e-05	3464	30	8.7785e+01	3.4174e-01	1027	127	1.4140e+02	8.9819e-01	9.0804e-06	1057	7	1.6299e-06	299	2.8332e+01	1.7836e-01	1.9522e-05	8.2162e-01	2.4707e-01	7.7700e-01	1.0410e+00	4.5900e-01	5.9100e-01	1.4000e-01	4.6400e-01		9.5163e-01	3.0893e+00	3.7137e+00	4390	2	1	10	6.2588e-05	1.6476e-05	123418	15	0	123433	6.0764e-05	4.5574e-04	0.0000e+00	0.0000e+00	1.0311e-04	5.4741e-05	0.0000e+00	1.1186e-04	1.6589e-04	0.0000e+00	0.0000e+00	0.0000e+00	1.0023e-04	5.4706e-05	0.0000e+00	1.0824e-04	1.6449e-04	0.0000e+00	protein_coding	ENSG00000234127	2	1617	7	protein_coding	28973	8.2965e-01	3	1.8734e+01	1.6014e-01	NA	6	30152232	30181204
FRS3	ENST00000373018	276	3.2229e+02	8.5638e-01	2.0956e-05	3176	69	1.0823e+02	6.3753e-01	1137	144	1.3112e+02	1.0982e+00	7.9502e-06	1041	4	1.2501e-06	175	1.9730e+01	5.5047e-01	1.0746e-04	4.4942e-01	2.0273e-01	9.5800e-01	1.2610e+00	7.7500e-01	9.4600e-01	9.9000e-02	4.6400e-01		-8.8433e-01	9.1620e-01	3.2816e+00	4394	2	1	5	2.8148e-05	1.2099e-05	125727	7	0	125734	2.7837e-05	9.7431e-05	0.0000e+00	5.7867e-05	0.0000e+00	5.4407e-05	4.7488e-05	2.6951e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.7819e-05	0.0000e+00	5.4367e-05	4.6203e-05	2.6374e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000137218	2	1476	5	protein_coding	16367	8.0855e-01	2	1.3946e+01	1.4341e-01	NA	6	41737914	41754280
GPR126	ENST00000367609	538	6.2159e+02	8.6552e-01	2.9819e-05	8248	178	2.6011e+02	6.8433e-01	3581	218	2.2859e+02	9.5367e-01	1.1272e-05	2329	19	2.9987e-06	771	5.9594e+01	6.6088e-05	1.2530e-08	9.9993e-01	3.1882e-01	8.5300e-01	1.0670e+00	8.0600e-01	9.2900e-01	2.2100e-01	4.6800e-01		5.5061e-01	1.1915e+00	4.8728e+00	4435	2	1	33	2.1833e-04	3.2194e-05	124609	53	0	124662	2.1260e-04	5.6344e-03	1.3000e-04	1.4880e-04	9.9483e-05	2.4143e-04	1.8583e-04	2.7203e-04	4.9918e-04	1.4529e-04	1.2914e-04	1.4482e-04	9.9389e-05	2.2254e-04	1.8563e-04	2.6537e-04	4.9566e-04	1.3072e-04	protein_coding	ENSG00000112414	2	3750	25	protein_coding	144413	2.8349e-01	9	3.8477e+01	2.3391e-01	NA	6	142622991	142767403
RING1	ENST00000374656	133	2.4595e+02	5.4077e-01	1.5485e-05	2554	3	1.5481e+01	1.9379e-01	168	100	9.9143e+01	1.0086e+00	5.6899e-06	873	3	1.0478e-06	178	1.6419e+01	6.4854e-01	2.3023e-04	3.5123e-01	1.8272e-01	8.5700e-01	1.1910e+00	4.6900e-01	6.2400e-01	8.2000e-02	4.7200e-01		-6.7649e-02	2.5593e+00	3.0687e+00	4484	2	1	6	2.5340e-05	4.7489e-06	125716	6	0	125722	2.3862e-05	7.1588e-05	0.0000e+00	2.9195e-05	0.0000e+00	0.0000e+00	4.6326e-05	3.8763e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8916e-05	0.0000e+00	0.0000e+00	4.6199e-05	3.5170e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000204227	2	1218	6	protein_coding	4228	9.1579e-01	1	1.2066e+01	8.2875e-02	NA	6	33176272	33180499
MAPK14	ENST00000229795	71	2.0406e+02	3.4794e-01	1.0502e-05	2379	10	7.2431e+01	1.3806e-01	875	78	7.4155e+01	1.0518e+00	4.0971e-06	664	5	1.1265e-06	254	2.2228e+01	3.7466e-01	8.4442e-05	6.2525e-01	2.2494e-01	8.7500e-01	1.2700e+00	2.8600e-01	4.2400e-01	1.1700e-01	4.7300e-01		-3.5096e-01	3.3101e+00	3.3862e+00	4491	2	1	8	3.5946e-05	8.0119e-06	125739	9	0	125748	3.5786e-05	1.6104e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.1804e-05	0.0000e+00	6.5564e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.1530e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000112062	2	1080	12	protein_coding	83526	9.9747e-01	0	1.7251e+01	0.0000e+00	NA	6	35995488	36079013
RFX6	ENST00000332958	419	4.9405e+02	8.4809e-01	2.4892e-05	6080	87	1.5363e+02	5.6628e-01	1891	191	1.8543e+02	1.0300e+00	9.7804e-06	1781	16	2.7923e-06	587	5.1242e+01	4.0925e-04	1.1024e-07	9.9959e-01	3.1224e-01	9.1500e-01	1.1610e+00	7.8200e-01	9.1900e-01	2.1000e-01	4.7400e-01		-3.2156e-01	1.1998e+00	4.5622e+00	4512	2	1	27	3.0278e-04	1.6736e-04	125672	76	0	125748	3.0224e-04	1.1487e-02	1.8480e-04	2.8969e-05	0.0000e+00	0.0000e+00	1.8964e-03	2.2030e-04	4.9041e-04	9.8016e-05	1.8456e-04	2.8909e-05	0.0000e+00	0.0000e+00	1.8957e-03	2.1977e-04	4.8872e-04	9.7993e-05	protein_coding	ENSG00000185002	2	2784	19	protein_coding	54952	3.0047e-02	10	3.6075e+01	2.7720e-01	NA	6	117198375	117253326
HECA	ENST00000367658	181	3.1032e+02	5.8327e-01	2.0274e-05	3564	72	1.6351e+02	4.4033e-01	1685	142	1.3511e+02	1.0510e+00	1.0175e-05	1079	3	6.8062e-07	206	1.6033e+01	6.1493e-01	3.1029e-04	3.8476e-01	1.8712e-01	9.1600e-01	1.2080e+00	5.1600e-01	6.6000e-01	8.4000e-02	4.8400e-01		-4.6584e-01	2.6087e+00	3.0161e+00	4628	2	1	9	4.3945e-05	8.0278e-06	125737	11	0	125748	4.3739e-05	2.4057e-04	0.0000e+00	5.7854e-05	0.0000e+00	0.0000e+00	9.2421e-05	3.5305e-05	0.0000e+00	9.8108e-05	0.0000e+00	5.7819e-05	0.0000e+00	0.0000e+00	9.2392e-05	3.5159e-05	0.0000e+00	9.7993e-05	protein_coding	ENSG00000112406	2	1629	4	protein_coding	45691	3.4734e-01	2	8.4602e+00	2.3640e-01	NA	6	139456249	139501939
ASF1A	ENST00000229595	37	1.0643e+02	3.4766e-01	4.8397e-06	1334	4	3.4449e+01	1.1611e-01	441	43	4.0630e+01	1.0583e+00	2.0285e-06	390	1	4.7840e-07	118	9.7716e+00	8.0542e-01	9.6569e-04	1.9362e-01	1.0234e-01	8.2800e-01	1.3650e+00	2.6600e-01	4.5700e-01	3.5000e-02	4.8500e-01		-2.9233e-01	2.3915e+00	2.6003e+00	4643	2	1	3	1.2044e-05	4.0166e-06	124614	3	0	124617	1.2037e-05	1.8056e-05	0.0000e+00	2.9023e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.7707e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8964e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.7701e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000111875	2	612	4	protein_coding	14949	1.3879e-01	2	5.4763e+00	3.6521e-01	NA	6	119215384	119230332
TNF	ENST00000449264	84	1.3745e+02	6.1112e-01	7.9923e-06	1493	9	3.4644e+01	2.5978e-01	447	54	6.2494e+01	8.6408e-01	3.7797e-06	501	1	5.6658e-07	98	9.7359e+00	8.0330e-01	9.9505e-04	1.9571e-01	1.0271e-01	6.9300e-01	1.0840e+00	5.1100e-01	7.3300e-01	3.6000e-02	4.8700e-01		8.4462e-01	1.6201e+00	2.5944e+00	4666	2	1	2	8.2723e-06	4.2244e-06	123531	2	0	123533	8.0950e-06	8.0951e-06	0.0000e+00	2.9603e-05	1.0026e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.9011e-05	1.0027e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000232810	2	699	4	protein_coding	2770	2.7283e-01	2	7.5596e+00	2.6456e-01	NA	6	31543344	31546113
CNKSR3	ENST00000607772	301	3.3096e+02	9.0947e-01	1.9885e-05	3576	111	1.3337e+02	8.3225e-01	1418	120	1.3422e+02	8.9407e-01	8.3658e-06	1109	9	1.8696e-06	346	3.1767e+01	2.8166e-02	1.7030e-05	9.7182e-01	2.8331e-01	7.7000e-01	1.0400e+00	8.2700e-01	1.0010e+00	1.7000e-01	4.9400e-01		9.6466e-01	5.8528e-01	3.7431e+00	4739	2	1	15	1.7936e-04	8.6797e-05	125703	44	0	125747	1.7497e-04	3.8497e-03	1.2305e-04	1.5105e-04	9.9206e-05	1.0877e-04	2.8239e-04	1.7425e-04	3.3841e-04	2.3061e-04	1.2304e-04	1.4455e-04	9.9211e-05	1.0874e-04	2.7720e-04	1.6702e-04	3.2579e-04	2.2866e-04	protein_coding	ENSG00000153721	2	1665	13	protein_coding	123156	2.1106e-01	6	2.4203e+01	2.4790e-01	NA	6	154708638	154831793
